date,season,team,opp,event,crown_holder,crown_team,prev_holder,prev_team,gmsc,streak,total_games
1947-04-02,1947,CHS,WSC,initial,Tony Jaros,CHS,,,32.60,1,1
1947-04-03,1947,CHS,WSC,transfer_teammate,Max Zaslofsky,CHS,Tony Jaros,CHS,15.80,1,1
1947-04-08,1947,CHS,WSC,transfer_teammate,Don Carlson,CHS,Max Zaslofsky,CHS,25.60,1,1
1947-04-10,1947,WSC,CHS,transfer_loss,John Mahnken,WSC,Don Carlson,CHS,18.80,1,1
1947-04-12,1947,WSC,CHS,transfer_teammate,Bob Feerick,WSC,John Mahnken,WSC,18.80,1,1
1947-04-13,1947,CHS,WSC,transfer_loss,Chick Halbert,CHS,Bob Feerick,WSC,25.40,1,1
1947-04-16,1947,PHW,CHS,transfer_loss,Joe Fulks,PHW,Chick Halbert,CHS,18.10,1,1
1947-04-17,1947,PHW,CHS,transfer_teammate,Art Hillhouse,PHW,Joe Fulks,PHW,8.70,1,1
1947-04-19,1947,PHW,CHS,transfer_teammate,Joe Fulks,PHW,Art Hillhouse,PHW,27.60,1,1
1947-04-20,1947,CHS,PHW,transfer_loss,Don Carlson,CHS,Joe Fulks,PHW,10.10,1,1
1947-04-22,1947,PHW,CHS,transfer_loss,Joe Fulks,PHW,Don Carlson,CHS,11.00,1,1
1948-03-23,1948,STB,PHW,transfer_loss,Belus Smawley,STB,Joe Fulks,PHW,7.90,1,1
1948-03-25,1948,PHW,STB,transfer_loss,Ralph Kaplowitz,PHW,Belus Smawley,STB,7.90,1,1
1948-03-27,1948,PHW,STB,transfer_teammate,Chick Halbert,PHW,Ralph Kaplowitz,PHW,9.80,1,1
1948-03-30,1948,STB,PHW,transfer_loss,Red Rocha,STB,Chick Halbert,PHW,6.80,1,1
1948-04-01,1948,STB,PHW,defend,Red Rocha,STB,Red Rocha,STB,10.60,2,2
1948-04-03,1948,PHW,STB,transfer_loss,George Senesky,PHW,Red Rocha,STB,5.70,1,1
1948-04-06,1948,PHW,STB,transfer_teammate,Chink Crossin,PHW,George Senesky,PHW,5.90,1,1
1948-04-10,1948,PHW,BLB,transfer_teammate,Ralph Kaplowitz,PHW,Chink Crossin,PHW,7.00,1,1
1948-04-13,1948,BLB,PHW,transfer_loss,Connie Simmons,BLB,Ralph Kaplowitz,PHW,13.30,1,1
1948-04-15,1948,BLB,PHW,transfer_teammate,Buddy Jeannette,BLB,Connie Simmons,BLB,6.20,1,1
1948-04-17,1948,BLB,PHW,transfer_teammate,Paul Hoffman,BLB,Buddy Jeannette,BLB,14.60,1,1
1948-04-20,1948,PHW,BLB,transfer_loss,George Senesky,PHW,Paul Hoffman,BLB,6.00,1,1
1948-04-21,1948,BLB,PHW,transfer_loss,Buddy Jeannette,BLB,George Senesky,PHW,9.10,1,1
1949-03-23,1949,BLB,NYK,transfer_teammate,Jake Pelkington,BLB,Buddy Jeannette,BLB,21.80,1,1
1949-03-24,1949,NYK,BLB,transfer_loss,Carl Braun,NYK,Jake Pelkington,BLB,20.00,1,1
1949-03-26,1949,NYK,BLB,transfer_teammate,Harry Gallatin,NYK,Carl Braun,NYK,19.40,1,1
1949-03-29,1949,WSC,NYK,transfer_loss,Johnny Norlander,WSC,Harry Gallatin,NYK,16.80,1,1
1949-03-31,1949,NYK,WSC,transfer_loss,Carl Braun,NYK,Johnny Norlander,WSC,31.60,1,1
1949-04-02,1949,WSC,NYK,transfer_loss,Sonny Hertzberg,WSC,Carl Braun,NYK,26.80,1,1
1949-04-04,1949,MNL,WSC,transfer_loss,George Mikan,MNL,Sonny Hertzberg,WSC,30.50,1,1
1949-04-06,1949,MNL,WSC,transfer_teammate,Don Carlson,MNL,George Mikan,MNL,15.60,1,1
1949-04-08,1949,MNL,WSC,transfer_teammate,George Mikan,MNL,Don Carlson,MNL,22.60,1,1
1949-04-09,1949,WSC,MNL,transfer_loss,Jack Nichols,WSC,George Mikan,MNL,16.20,1,1
1949-04-11,1949,WSC,MNL,defend,Jack Nichols,WSC,Jack Nichols,WSC,12.20,2,2
1949-04-13,1949,MNL,WSC,transfer_loss,George Mikan,MNL,Jack Nichols,WSC,30.20,1,1
1950-03-22,1950,MNL,CHS,defend,George Mikan,MNL,George Mikan,MNL,8.30,2,2
1950-03-25,1950,MNL,CHS,defend,George Mikan,MNL,George Mikan,MNL,37.60,3,3
1950-03-27,1950,MNL,FTW,defend,George Mikan,MNL,George Mikan,MNL,15.60,4,4
1950-03-28,1950,MNL,FTW,defend,George Mikan,MNL,George Mikan,MNL,39.40,5,5
1950-04-05,1950,MNL,AND,defend,George Mikan,MNL,George Mikan,MNL,14.30,6,6
1950-04-06,1950,MNL,AND,transfer_teammate,Vern Mikkelsen,MNL,George Mikan,MNL,15.90,1,1
1950-04-08,1950,MNL,SYR,transfer_teammate,Jim Pollard,MNL,Vern Mikkelsen,MNL,15.20,1,1
1950-04-09,1950,SYR,MNL,transfer_loss,George Ratkovicz,SYR,Jim Pollard,MNL,17.80,1,1
1950-04-14,1950,MNL,SYR,transfer_loss,George Mikan,MNL,George Ratkovicz,SYR,15.90,1,1
1950-04-16,1950,MNL,SYR,defend,George Mikan,MNL,George Mikan,MNL,11.70,2,2
1950-04-20,1950,SYR,MNL,transfer_loss,Dolph Schayes,SYR,George Mikan,MNL,19.80,1,1
1950-04-23,1950,MNL,SYR,transfer_loss,George Mikan,MNL,Dolph Schayes,SYR,29.00,1,1
1951-03-21,1951,MNL,INO,defend,George Mikan,MNL,George Mikan,MNL,26.00,2,2
1951-03-23,1951,INO,MNL,transfer_loss,Alex Groza,INO,George Mikan,MNL,22.90,1,1
1951-03-25,1951,MNL,INO,transfer_loss,George Mikan,MNL,Alex Groza,INO,17.00,1,1
1951-03-29,1951,MNL,ROC,transfer_teammate,Bob Harrison,MNL,George Mikan,MNL,16.60,1,1
1951-03-31,1951,ROC,MNL,transfer_loss,Red Holzman,ROC,Bob Harrison,MNL,17.10,1,1
1951-04-01,1951,ROC,MNL,transfer_teammate,Arnie Johnson,ROC,Red Holzman,ROC,23.00,1,1
1951-04-03,1951,ROC,MNL,transfer_teammate,Arnie Risen,ROC,Arnie Johnson,ROC,20.90,1,1
1951-04-07,1951,ROC,NYK,defend,Arnie Risen,ROC,Arnie Risen,ROC,25.00,2,2
1951-04-08,1951,ROC,NYK,transfer_teammate,Jack Coleman,ROC,Arnie Risen,ROC,27.50,1,1
1951-04-11,1951,ROC,NYK,transfer_teammate,Arnie Risen,ROC,Jack Coleman,ROC,21.60,1,1
1951-04-13,1951,NYK,ROC,transfer_loss,Harry Gallatin,NYK,Arnie Risen,ROC,21.20,1,1
1951-04-15,1951,NYK,ROC,transfer_teammate,Connie Simmons,NYK,Harry Gallatin,NYK,22.70,1,1
1951-04-18,1951,NYK,ROC,transfer_teammate,Max Zaslofsky,NYK,Connie Simmons,NYK,17.00,1,1
1951-04-21,1951,ROC,NYK,transfer_loss,Arnie Risen,ROC,Max Zaslofsky,NYK,18.20,1,1
1952-03-18,1952,ROC,FTW,transfer_teammate,Bobby Wanzer,ROC,Arnie Risen,ROC,25.00,1,1
1952-03-20,1952,ROC,FTW,defend,Bobby Wanzer,ROC,Bobby Wanzer,ROC,20.50,2,2
1952-03-29,1952,ROC,MNL,transfer_teammate,Jack Coleman,ROC,Bobby Wanzer,ROC,23.80,1,1
1952-03-30,1952,MNL,ROC,transfer_loss,Jim Pollard,MNL,Jack Coleman,ROC,17.80,1,1
1952-04-05,1952,MNL,ROC,defend,Jim Pollard,MNL,Jim Pollard,MNL,9.60,2,2
1952-04-06,1952,MNL,ROC,transfer_teammate,Pep Saul,MNL,Jim Pollard,MNL,9.00,1,1
1952-04-12,1952,MNL,NYK,transfer_teammate,Jim Pollard,MNL,Pep Saul,MNL,28.10,1,1
1952-04-13,1952,NYK,MNL,transfer_loss,Harry Gallatin,NYK,Jim Pollard,MNL,15.20,1,1
1952-04-16,1952,MNL,NYK,transfer_loss,George Mikan,MNL,Harry Gallatin,NYK,25.60,1,1
1952-04-18,1952,NYK,MNL,transfer_loss,Connie Simmons,NYK,George Mikan,MNL,25.20,1,1
1952-04-20,1952,MNL,NYK,transfer_loss,George Mikan,MNL,Connie Simmons,NYK,28.50,1,1
1952-04-23,1952,NYK,MNL,transfer_loss,Max Zaslofsky,NYK,George Mikan,MNL,16.80,1,1
1952-04-25,1952,MNL,NYK,transfer_loss,George Mikan,MNL,Max Zaslofsky,NYK,23.80,1,1
1953-03-22,1953,MNL,INO,defend,George Mikan,MNL,George Mikan,MNL,8.10,2,2
1953-03-23,1953,MNL,INO,transfer_teammate,Jim Pollard,MNL,George Mikan,MNL,17.20,1,1
1953-03-26,1953,MNL,FTW,transfer_teammate,George Mikan,MNL,Jim Pollard,MNL,21.00,1,1
1953-03-28,1953,MNL,FTW,defend,George Mikan,MNL,George Mikan,MNL,19.00,2,2
1953-03-30,1953,FTW,MNL,transfer_loss,Fred Scolari,FTW,George Mikan,MNL,23.50,1,1
1953-04-01,1953,FTW,MNL,transfer_teammate,Andy Phillip,FTW,Fred Scolari,FTW,14.00,1,1
1953-04-02,1953,MNL,FTW,transfer_loss,Slater Martin,MNL,Andy Phillip,FTW,12.70,1,1
1953-04-04,1953,NYK,MNL,transfer_loss,Harry Gallatin,NYK,Slater Martin,MNL,16.50,1,1
1953-04-05,1953,MNL,NYK,transfer_loss,Vern Mikkelsen,MNL,Harry Gallatin,NYK,8.00,1,1
1953-04-07,1953,MNL,NYK,transfer_teammate,Jim Pollard,MNL,Vern Mikkelsen,MNL,13.60,1,1
1953-04-08,1953,MNL,NYK,transfer_teammate,George Mikan,MNL,Jim Pollard,MNL,20.80,1,1
1953-04-10,1953,MNL,NYK,transfer_teammate,Jim Pollard,MNL,George Mikan,MNL,15.00,1,1
1954-03-17,1954,MNL,ROC,transfer_teammate,Slater Martin,MNL,Jim Pollard,MNL,14.70,1,1
1954-03-18,1954,MNL,FTW,transfer_teammate,George Mikan,MNL,Slater Martin,MNL,16.70,1,1
1954-03-20,1954,MNL,FTW,defend,George Mikan,MNL,George Mikan,MNL,14.20,2,2
1954-03-24,1954,MNL,ROC,defend,George Mikan,MNL,George Mikan,MNL,15.80,3,3
1954-03-27,1954,ROC,MNL,transfer_loss,Bobby Wanzer,ROC,George Mikan,MNL,16.00,1,1
1954-03-28,1954,MNL,ROC,transfer_loss,George Mikan,MNL,Bobby Wanzer,ROC,10.00,1,1
1954-03-31,1954,MNL,SYR,transfer_teammate,Slater Martin,MNL,George Mikan,MNL,14.60,1,1
1954-04-03,1954,SYR,MNL,transfer_loss,Wally Osterkorn,SYR,Slater Martin,MNL,19.70,1,1
1954-04-04,1954,MNL,SYR,transfer_loss,George Mikan,MNL,Wally Osterkorn,SYR,29.80,1,1
1954-04-08,1954,SYR,MNL,transfer_loss,Paul Seymour,SYR,George Mikan,MNL,23.60,1,1
1954-04-10,1954,MNL,SYR,transfer_loss,Vern Mikkelsen,MNL,Paul Seymour,SYR,20.60,1,1
1954-04-11,1954,SYR,MNL,transfer_loss,Dolph Schayes,SYR,Vern Mikkelsen,MNL,10.70,1,1
1954-04-12,1954,MNL,SYR,transfer_loss,Clyde Lovellette,MNL,Dolph Schayes,SYR,14.10,1,1
1955-03-16,1955,MNL,ROC,defend,Clyde Lovellette,MNL,Clyde Lovellette,MNL,11.90,2,2
1955-03-18,1955,ROC,MNL,transfer_loss,Odie Spears,ROC,Clyde Lovellette,MNL,16.60,1,1
1955-03-19,1955,MNL,ROC,transfer_loss,Lew Hitch,MNL,Odie Spears,ROC,17.20,1,1
1955-03-20,1955,FTW,MNL,transfer_loss,Max Zaslofsky,FTW,Lew Hitch,MNL,11.90,1,1
1955-03-22,1955,FTW,MNL,transfer_teammate,George Yardley,FTW,Max Zaslofsky,FTW,9.40,1,1
1955-03-23,1955,MNL,FTW,transfer_loss,Whitey Skoog,MNL,George Yardley,FTW,14.80,1,1
1955-03-27,1955,FTW,MNL,transfer_loss,Andy Phillip,FTW,Whitey Skoog,MNL,13.80,1,1
1955-03-31,1955,SYR,FTW,transfer_loss,Paul Seymour,SYR,Andy Phillip,FTW,12.30,1,1
1955-04-02,1955,SYR,FTW,transfer_teammate,Dolph Schayes,SYR,Paul Seymour,SYR,31.50,1,1
1955-04-03,1955,FTW,SYR,transfer_loss,Mel Hutchins,FTW,Dolph Schayes,SYR,16.80,1,1
1955-04-05,1955,FTW,SYR,defend,Mel Hutchins,FTW,Mel Hutchins,FTW,14.70,2,2
1955-04-07,1955,FTW,SYR,transfer_teammate,George Yardley,FTW,Mel Hutchins,FTW,14.20,1,1
1955-04-09,1955,SYR,FTW,transfer_loss,Dolph Schayes,SYR,George Yardley,FTW,25.60,1,1
1955-04-10,1955,SYR,FTW,transfer_teammate,George King,SYR,Dolph Schayes,SYR,11.90,1,1
1956-03-17,1956,BOS,SYR,transfer_loss,Bob Cousy,BOS,George King,SYR,30.60,1,1
1956-03-19,1956,SYR,BOS,transfer_loss,Red Kerr,SYR,Bob Cousy,BOS,19.70,1,1
1956-03-21,1956,SYR,BOS,transfer_teammate,Dolph Schayes,SYR,Red Kerr,SYR,24.60,1,1
1956-03-23,1956,PHW,SYR,transfer_loss,Paul Arizin,PHW,Dolph Schayes,SYR,27.30,1,1
1956-03-25,1956,SYR,PHW,transfer_loss,Dolph Schayes,SYR,Paul Arizin,PHW,35.70,1,1
1956-03-27,1956,PHW,SYR,transfer_loss,Tom Gola,PHW,Dolph Schayes,SYR,23.90,1,1
1956-03-28,1956,SYR,PHW,transfer_loss,George King,SYR,Tom Gola,PHW,29.40,1,1
1956-03-29,1956,PHW,SYR,transfer_loss,Paul Arizin,PHW,George King,SYR,28.30,1,1
1956-03-31,1956,PHW,FTW,defend,Paul Arizin,PHW,Paul Arizin,PHW,19.90,2,2
1956-04-01,1956,FTW,PHW,transfer_loss,George Yardley,FTW,Paul Arizin,PHW,26.90,1,1
1956-04-03,1956,PHW,FTW,transfer_loss,Neil Johnston,PHW,George Yardley,FTW,20.70,1,1
1956-04-05,1956,PHW,FTW,transfer_teammate,Tom Gola,PHW,Neil Johnston,PHW,21.60,1,1
1956-04-07,1956,PHW,FTW,transfer_teammate,Joe Graboski,PHW,Tom Gola,PHW,21.20,1,1
1957-03-16,1957,SYR,PHW,transfer_loss,Red Kerr,SYR,Joe Graboski,PHW,24.20,1,1
1957-03-18,1957,SYR,PHW,defend,Red Kerr,SYR,Red Kerr,SYR,23.60,2,2
1957-03-21,1957,BOS,SYR,transfer_loss,Bill Russell,BOS,Red Kerr,SYR,19.80,1,1
1957-03-23,1957,BOS,SYR,defend,Bill Russell,BOS,Bill Russell,BOS,28.10,2,2
1957-03-24,1957,BOS,SYR,transfer_teammate,Jim Loscutoff,BOS,Bill Russell,BOS,13.20,1,1
1957-03-30,1957,STL,BOS,transfer_loss,Bob Pettit,STL,Jim Loscutoff,BOS,27.00,1,1
1957-03-31,1957,BOS,STL,transfer_loss,Frank Ramsey,BOS,Bob Pettit,STL,17.90,1,1
1957-04-06,1957,STL,BOS,transfer_loss,Bob Pettit,STL,Frank Ramsey,BOS,19.30,1,1
1957-04-07,1957,BOS,STL,transfer_loss,Bill Russell,BOS,Bob Pettit,STL,23.50,1,1
1957-04-09,1957,BOS,STL,transfer_teammate,Bob Cousy,BOS,Bill Russell,BOS,24.40,1,1
1957-04-11,1957,STL,BOS,transfer_loss,Bob Pettit,STL,Bob Cousy,BOS,29.40,1,1
1957-04-13,1957,BOS,STL,transfer_loss,Tom Heinsohn,BOS,Bob Pettit,STL,28.00,1,1
1958-03-19,1958,BOS,PHW,transfer_teammate,Bob Cousy,BOS,Tom Heinsohn,BOS,27.60,1,1
1958-03-22,1958,BOS,PHW,transfer_teammate,Bill Sharman,BOS,Bob Cousy,BOS,23.00,1,1
1958-03-23,1958,BOS,PHW,transfer_teammate,Bill Russell,BOS,Bill Sharman,BOS,27.50,1,1
1958-03-26,1958,PHW,BOS,transfer_loss,Neil Johnston,PHW,Bill Russell,BOS,29.30,1,1
1958-03-27,1958,BOS,PHW,transfer_loss,Bill Russell,BOS,Neil Johnston,PHW,21.90,1,1
1958-03-29,1958,STL,BOS,transfer_loss,Bob Pettit,STL,Bill Russell,BOS,26.10,1,1
1958-03-30,1958,BOS,STL,transfer_loss,Bill Russell,BOS,Bob Pettit,STL,26.20,1,1
1958-04-02,1958,STL,BOS,transfer_loss,Bob Pettit,STL,Bill Russell,BOS,26.60,1,1
1958-04-05,1958,BOS,STL,transfer_loss,Bob Cousy,BOS,Bob Pettit,STL,30.10,1,1
1958-04-09,1958,STL,BOS,transfer_loss,Bob Pettit,STL,Bob Cousy,BOS,28.40,1,1
1958-04-12,1958,STL,BOS,defend,Bob Pettit,STL,Bob Pettit,STL,41.70,2,2
1959-03-21,1959,STL,MNL,transfer_teammate,Cliff Hagan,STL,Bob Pettit,STL,28.60,1,1
1959-03-22,1959,MNL,STL,transfer_loss,Elgin Baylor,MNL,Cliff Hagan,STL,28.70,1,1
1959-03-24,1959,STL,MNL,transfer_loss,Bob Pettit,STL,Elgin Baylor,MNL,31.90,1,1
1959-03-26,1959,MNL,STL,transfer_loss,Elgin Baylor,MNL,Bob Pettit,STL,25.00,1,1
1959-03-28,1959,MNL,STL,defend,Elgin Baylor,MNL,Elgin Baylor,MNL,25.90,2,2
1959-03-29,1959,MNL,STL,defend,Elgin Baylor,MNL,Elgin Baylor,MNL,23.70,3,3
1959-04-04,1959,BOS,MNL,transfer_loss,Frank Ramsey,BOS,Elgin Baylor,MNL,21.20,1,1
1959-04-05,1959,BOS,MNL,transfer_teammate,Bob Cousy,BOS,Frank Ramsey,BOS,23.60,1,1
1959-04-07,1959,BOS,MNL,defend,Bob Cousy,BOS,Bob Cousy,BOS,25.20,2,2
1959-04-09,1959,BOS,MNL,transfer_teammate,Bill Russell,BOS,Bob Cousy,BOS,23.30,1,1
1960-03-16,1960,BOS,PHW,defend,Bill Russell,BOS,Bill Russell,BOS,24.00,2,2
1960-03-18,1960,PHW,BOS,transfer_loss,Wilt Chamberlain,PHW,Bill Russell,BOS,30.00,1,1
1960-03-19,1960,BOS,PHW,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHW,36.20,1,1
1960-03-20,1960,BOS,PHW,transfer_teammate,Tom Heinsohn,BOS,Bill Russell,BOS,23.10,1,1
1960-03-22,1960,PHW,BOS,transfer_loss,Wilt Chamberlain,PHW,Tom Heinsohn,BOS,44.30,1,1
1960-03-24,1960,BOS,PHW,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHW,23.40,1,1
1960-03-27,1960,BOS,STL,defend,Bill Russell,BOS,Bill Russell,BOS,22.10,2,2
1960-03-29,1960,STL,BOS,transfer_loss,Bob Pettit,STL,Bill Russell,BOS,35.40,1,1
1960-04-02,1960,BOS,STL,transfer_loss,Frank Ramsey,BOS,Bob Pettit,STL,19.70,1,1
1960-04-03,1960,STL,BOS,transfer_loss,Bob Pettit,STL,Frank Ramsey,BOS,24.10,1,1
1960-04-05,1960,BOS,STL,transfer_loss,Tom Heinsohn,BOS,Bob Pettit,STL,27.50,1,1
1960-04-07,1960,STL,BOS,transfer_loss,Cliff Hagan,STL,Tom Heinsohn,BOS,30.50,1,1
1960-04-09,1960,BOS,STL,transfer_loss,Bill Russell,BOS,Cliff Hagan,STL,33.00,1,1
1961-03-19,1961,BOS,SYR,defend,Bill Russell,BOS,Bill Russell,BOS,26.40,2,2
1961-03-21,1961,SYR,BOS,transfer_loss,Dolph Schayes,SYR,Bill Russell,BOS,24.30,1,1
1961-03-23,1961,BOS,SYR,transfer_loss,Bill Russell,BOS,Dolph Schayes,SYR,29.80,1,1
1961-03-25,1961,BOS,SYR,defend,Bill Russell,BOS,Bill Russell,BOS,27.80,2,2
1961-03-26,1961,BOS,SYR,defend,Bill Russell,BOS,Bill Russell,BOS,33.30,3,3
1961-04-02,1961,BOS,STL,defend,Bill Russell,BOS,Bill Russell,BOS,20.80,4,4
1961-04-05,1961,BOS,STL,transfer_teammate,Bob Cousy,BOS,Bill Russell,BOS,24.20,1,1
1961-04-08,1961,STL,BOS,transfer_loss,Bob Pettit,STL,Bob Cousy,BOS,29.50,1,1
1961-04-09,1961,BOS,STL,transfer_loss,Bob Cousy,BOS,Bob Pettit,STL,22.70,1,1
1961-04-11,1961,BOS,STL,transfer_teammate,Bill Russell,BOS,Bob Cousy,BOS,39.20,1,1
1962-03-24,1962,BOS,PHW,defend,Bill Russell,BOS,Bill Russell,BOS,19.20,2,2
1962-03-27,1962,PHW,BOS,transfer_loss,Wilt Chamberlain,PHW,Bill Russell,BOS,45.50,1,1
1962-03-28,1962,BOS,PHW,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHW,34.90,1,1
1962-03-31,1962,PHW,BOS,transfer_loss,Wilt Chamberlain,PHW,Bill Russell,BOS,39.90,1,1
1962-04-01,1962,BOS,PHW,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHW,30.20,1,1
1962-04-03,1962,PHW,BOS,transfer_loss,Tom Meschery,PHW,Bill Russell,BOS,27.80,1,1
1962-04-05,1962,BOS,PHW,transfer_loss,Bill Russell,BOS,Tom Meschery,PHW,22.50,1,1
1962-04-07,1962,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,24.20,2,2
1962-04-08,1962,LAL,BOS,transfer_loss,Jerry West,LAL,Bill Russell,BOS,32.00,1,1
1962-04-10,1962,LAL,BOS,transfer_teammate,Elgin Baylor,LAL,Jerry West,LAL,32.00,1,1
1962-04-11,1962,BOS,LAL,transfer_loss,Bill Russell,BOS,Elgin Baylor,LAL,29.10,1,1
1962-04-14,1962,LAL,BOS,transfer_loss,Elgin Baylor,LAL,Bill Russell,BOS,47.30,1,1
1962-04-16,1962,BOS,LAL,transfer_loss,Bill Russell,BOS,Elgin Baylor,LAL,30.70,1,1
1962-04-18,1962,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,41.40,2,2
1963-03-28,1963,CIN,BOS,transfer_loss,Oscar Robertson,CIN,Bill Russell,BOS,44.70,1,1
1963-03-29,1963,BOS,CIN,transfer_loss,Bill Russell,BOS,Oscar Robertson,CIN,29.10,1,1
1963-03-31,1963,CIN,BOS,transfer_loss,Oscar Robertson,CIN,Bill Russell,BOS,21.10,1,1
1963-04-03,1963,BOS,CIN,transfer_loss,Bill Russell,BOS,Oscar Robertson,CIN,30.00,1,1
1963-04-06,1963,BOS,CIN,defend,Bill Russell,BOS,Bill Russell,BOS,28.00,2,2
1963-04-07,1963,CIN,BOS,transfer_loss,Oscar Robertson,CIN,Bill Russell,BOS,35.60,1,1
1963-04-10,1963,BOS,CIN,transfer_loss,Sam Jones,BOS,Oscar Robertson,CIN,37.50,1,1
1963-04-14,1963,BOS,LAL,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,29.90,1,1
1963-04-16,1963,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,29.30,2,2
1963-04-17,1963,LAL,BOS,transfer_loss,Elgin Baylor,LAL,Bill Russell,BOS,39.80,1,1
1963-04-19,1963,BOS,LAL,transfer_loss,Tom Heinsohn,BOS,Elgin Baylor,LAL,24.80,1,1
1963-04-21,1963,LAL,BOS,transfer_loss,Elgin Baylor,LAL,Tom Heinsohn,BOS,33.10,1,1
1963-04-24,1963,BOS,LAL,transfer_loss,Bill Russell,BOS,Elgin Baylor,LAL,21.50,1,1
1964-03-31,1964,BOS,CIN,defend,Bill Russell,BOS,Bill Russell,BOS,21.60,2,2
1964-04-02,1964,BOS,CIN,transfer_teammate,Tom Heinsohn,BOS,Bill Russell,BOS,21.70,1,1
1964-04-05,1964,BOS,CIN,transfer_teammate,Bill Russell,BOS,Tom Heinsohn,BOS,28.10,1,1
1964-04-07,1964,CIN,BOS,transfer_loss,Jack Twyman,CIN,Bill Russell,BOS,27.90,1,1
1964-04-09,1964,BOS,CIN,transfer_loss,Bill Russell,BOS,Jack Twyman,CIN,32.40,1,1
1964-04-18,1964,BOS,SFW,transfer_teammate,Sam Jones,BOS,Bill Russell,BOS,24.00,1,1
1964-04-20,1964,BOS,SFW,defend,Sam Jones,BOS,Sam Jones,BOS,27.10,2,2
1964-04-22,1964,SFW,BOS,transfer_loss,Wilt Chamberlain,SFW,Sam Jones,BOS,39.20,1,1
1964-04-24,1964,BOS,SFW,transfer_loss,Sam Jones,BOS,Wilt Chamberlain,SFW,19.80,1,1
1964-04-26,1964,BOS,SFW,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,23.90,1,1
1965-04-04,1965,BOS,PHI,defend,Bill Russell,BOS,Bill Russell,BOS,21.70,2,2
1965-04-06,1965,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,Bill Russell,BOS,44.20,1,1
1965-04-08,1965,BOS,PHI,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHI,26.10,1,1
1965-04-09,1965,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,Bill Russell,BOS,35.90,1,1
1965-04-11,1965,BOS,PHI,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHI,24.80,1,1
1965-04-13,1965,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,Bill Russell,BOS,32.00,1,1
1965-04-15,1965,BOS,PHI,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHI,25.10,1,1
1965-04-18,1965,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,25.90,2,2
1965-04-19,1965,BOS,LAL,defend,Bill Russell,BOS,Bill Russell,BOS,36.40,3,3
1965-04-21,1965,LAL,BOS,transfer_loss,Jerry West,LAL,Bill Russell,BOS,39.60,1,1
1965-04-23,1965,BOS,LAL,transfer_loss,Sam Jones,BOS,Jerry West,LAL,28.40,1,1
1965-04-25,1965,BOS,LAL,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,34.30,1,1
1966-03-23,1966,CIN,BOS,transfer_loss,Jerry Lucas,CIN,Bill Russell,BOS,25.80,1,1
1966-03-26,1966,BOS,CIN,transfer_loss,Sam Jones,BOS,Jerry Lucas,CIN,34.10,1,1
1966-03-27,1966,CIN,BOS,transfer_loss,Jerry Lucas,CIN,Sam Jones,BOS,28.40,1,1
1966-03-30,1966,BOS,CIN,transfer_loss,Sam Jones,BOS,Jerry Lucas,CIN,22.80,1,1
1966-04-01,1966,BOS,CIN,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,30.10,1,1
1966-04-03,1966,BOS,PHI,transfer_teammate,Sam Jones,BOS,Bill Russell,BOS,27.50,1,1
1966-04-06,1966,BOS,PHI,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,22.30,1,1
1966-04-07,1966,PHI,BOS,transfer_loss,Wilt Chamberlain,PHI,Bill Russell,BOS,31.90,1,1
1966-04-10,1966,BOS,PHI,transfer_loss,Bill Russell,BOS,Wilt Chamberlain,PHI,27.40,1,1
1966-04-12,1966,BOS,PHI,defend,Bill Russell,BOS,Bill Russell,BOS,28.80,2,2
1966-04-17,1966,LAL,BOS,transfer_loss,Jerry West,LAL,Bill Russell,BOS,31.50,1,1
1966-04-19,1966,BOS,LAL,transfer_loss,Bill Russell,BOS,Jerry West,LAL,27.80,1,1
1966-04-20,1966,BOS,LAL,transfer_teammate,Sam Jones,BOS,Bill Russell,BOS,27.30,1,1
1966-04-22,1966,BOS,LAL,transfer_teammate,Bill Russell,BOS,Sam Jones,BOS,25.00,1,1
1966-04-24,1966,LAL,BOS,transfer_loss,Elgin Baylor,LAL,Bill Russell,BOS,32.70,1,1
1966-04-26,1966,LAL,BOS,transfer_teammate,Jerry West,LAL,Elgin Baylor,LAL,24.70,1,1
1966-04-28,1966,BOS,LAL,transfer_loss,Bill Russell,BOS,Jerry West,LAL,28.30,1,1
